filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00085.0.wav,66149,0.2963217198848724,0.0934870764613151,0.1487012058496475,0.0021976768039166,2035.8806611943264,308847.48231660965,2144.6999609550926,53759.83204689567,4335.130709134615,1066751.768725299,0.10732421875,0.0023877231891338,-3.812015620496824e-06,0.0178048145025968,-0.0001789125817595,0.002281621331349,234.90767045454547,-138.8957977294922,2357.612548828125,87.72369384765625,808.9404296875,-15.671342849731444,185.4462127685547,46.06031799316406,87.90133666992188,7.593326091766357,88.62991333007812,47.27707290649414,92.47760009765624,-3.834421396255493,44.76931381225586,9.734138488769531,56.90795516967773,-22.144630432128903,115.19808959960938,-1.2580842971801758,49.75262069702149,-17.095539093017578,91.74624633789062,13.193954467773438,96.09627532958984,-4.022469520568848,72.95580291748047,19.244585037231445,189.9539794921875,-15.843612670898438,178.51589965820312,-0.4773536026477813,130.46681213378906,-10.07036590576172,191.3533477783203,15.61453628540039,123.35736083984376,0.0316449105739593,89.40619659423828,4.984882354736328,97.30443572998048,0
blues.00085.1.wav,66149,0.310309499502182,0.0928349941968917,0.1805539429187774,0.0043488326482474,1631.8363538092192,497111.4258188287,1942.11108618364,195281.30726436505,3417.650615985577,2462567.875155472,0.0811560997596153,0.0026438591889375,-1.0560909686319064e-05,0.0264623444527387,-8.926648297347128e-05,0.0030397165101021,143.5546875,-142.81253051757812,5857.9921875,111.78191375732422,1344.0843505859375,-3.827420711517334,533.7420654296875,38.67856216430664,56.57455062866211,10.309440612792969,59.8357048034668,41.3625602722168,152.9462432861328,-2.8941314220428467,62.23627471923828,7.6799702644348145,40.56762313842773,-20.89557456970215,103.26641082763672,3.4090187549591064,39.8765754699707,-12.393860816955566,46.22995376586914,10.814149856567385,73.6885757446289,-6.994175434112549,39.76584243774414,13.705387115478516,231.2777099609375,-13.435091972351074,212.46725463867188,-3.0024006366729736,86.90669250488281,-12.584417343139648,87.8870620727539,2.449042320251465,80.90045166015625,-0.0383814871311187,82.92261505126953,2.0029847621917725,59.26560592651367,0
blues.00085.2.wav,66149,0.3280878365039825,0.0874134376645088,0.142029270529747,0.0023050066083669,1788.6108158916925,209982.37410655853,2042.1318410237848,58859.05020484816,3885.252403846154,912902.9386112676,0.0914813701923076,0.0012039693008513,-7.287500920938328e-06,0.0149875720962882,-8.993986557470635e-05,0.0025336351245641,71.77734375,-147.16714477539062,1490.37890625,100.9366683959961,479.2433776855469,-10.285759925842283,175.07530212402344,47.23926162719727,129.50216674804688,9.761140823364258,72.37567901611328,44.68917465209961,87.83946228027344,-4.157233715057373,87.7906265258789,8.109060287475586,64.73796844482422,-15.902785301208496,94.0328598022461,-0.7973458766937256,47.851600646972656,-13.239092826843262,90.30358123779295,11.43366527557373,66.60680389404297,-8.884624481201172,58.53654861450195,16.882125854492188,134.25628662109375,-10.592220306396484,131.33741760253906,1.719411015510559,216.37127685546875,-14.259090423583984,144.0756378173828,7.811554908752441,102.9640121459961,-5.193200588226318,61.12604522705078,5.135472297668457,41.17530822753906,0
blues.00085.3.wav,66149,0.3269273340702057,0.0954954698681831,0.170650452375412,0.0045788646675646,1049.3433336595613,239150.4670661729,1449.9800129419318,113940.25241963276,1985.030048076923,1242252.9189415935,0.0450946514423076,0.0008480617139466,5.774531382485293e-05,0.0226779952645301,-6.272815517149866e-05,0.0037064969073981,135.99917763157896,-190.99169921875,4116.08837890625,148.03102111816406,748.693359375,2.8205807209014893,782.5736694335938,51.98444366455078,349.44439697265625,20.051408767700195,164.0714569091797,14.90206241607666,206.58804321289065,-3.9707462787628174,272.5977783203125,17.48128318786621,82.24310302734375,-14.995933532714844,165.0506134033203,-1.6486077308654783,159.27633666992188,-4.02013635635376,65.548828125,0.25120609998703,65.24234771728516,2.583296060562134,66.30037689208984,-2.9197006225585938,60.69281005859375,-8.277698516845703,67.10057830810547,7.852869510650635,119.88880920410156,-6.987828731536865,74.63606262207031,-1.0938706398010254,45.68585586547852,0.629738986492157,51.84194564819336,-3.106510162353516,40.52394104003906,0
blues.00085.4.wav,66149,0.315110981464386,0.0934336930513382,0.124933049082756,0.0026664375327527,1116.702352358098,191897.786148772,1568.3018087679525,121880.9613714741,2192.9910982572114,1280839.729868766,0.0442345252403846,0.0004867285807457,-2.2791682567913085e-05,0.0117099806666374,-5.2661820518551394e-05,0.0027326887939125,143.5546875,-217.05905151367188,4774.94677734375,144.71304321289062,555.1336059570312,3.885808706283569,562.4044799804688,48.91764831542969,372.2189025878906,10.03058624267578,331.08709716796875,15.542174339294434,229.25958251953125,-6.538814544677734,386.7199096679688,20.966487884521484,148.86282348632812,-13.50758171081543,162.44906616210938,-0.1134994477033615,86.44458770751953,-3.617245674133301,84.37322235107422,1.0550172328948977,98.10140991210938,5.1624298095703125,107.56858825683594,-2.0911245346069336,88.77540588378906,-0.5660216212272644,122.3528823852539,8.633748054504395,89.41287994384766,-7.693593025207519,50.458595275878906,4.641766548156738,79.37112426757812,-1.3221033811569214,50.44552230834961,-3.6350443363189697,53.219764709472656,0
blues.00085.5.wav,66149,0.302005797624588,0.0933142155408859,0.1468637585639953,0.0041726469062268,1133.8450098056487,409115.0429426664,1519.781451916067,148293.69100951162,2135.348369891827,1588018.6734051749,0.0474947415865384,0.0014204420986965,-2.921604937000665e-05,0.0192037019878625,-8.405053085880354e-05,0.0019790253136307,143.5546875,-200.2043914794922,3927.021484375,148.3130645751953,1055.3697509765625,2.26061487197876,542.020263671875,37.31556701660156,240.1249084472656,6.543966770172119,260.7059936523437,24.38982391357422,231.1768798828125,-9.487589836120604,167.76187133789062,10.50406551361084,102.42902374267578,-16.198261260986328,162.70504760742188,-0.2643633186817169,90.42700958251952,-4.75149393081665,168.79258728027344,3.081693172454834,62.64111328125,0.5634505152702332,85.53143310546875,-4.446812629699707,46.07422637939453,-3.601522207260132,62.85786819458008,4.8772292137146,78.21720123291016,-6.697468280792236,105.0132827758789,0.0060852048918604,76.8788833618164,-2.698724269866944,53.67306518554688,-4.030179977416992,86.7698745727539,0
blues.00085.6.wav,66149,0.3263317048549652,0.089809201657772,0.1542415171861648,0.0026247934438288,1108.137789174575,95199.11663360092,1496.5321266125454,67987.01356840377,2204.088979867789,577532.0268524116,0.044268329326923,0.0003148429351445,4.002470632258337e-06,0.0184387695044279,-7.030885899439454e-05,0.0027762856334447,143.5546875,-172.91212463378906,1819.8660888671875,151.71240234375,522.0419311523438,-12.222563743591309,347.3793334960937,45.37417984008789,239.46926879882807,19.500293731689453,162.0931854248047,21.85957145690918,81.11511993408203,-13.73085594177246,230.0957946777344,10.305524826049805,92.59903717041016,-11.63223934173584,89.47222137451172,1.5143699645996094,74.4261703491211,-3.7927379608154297,153.9881591796875,-1.7816193103790283,146.74496459960938,2.704890012741089,52.96010971069336,-4.626736164093018,76.69906616210938,-2.112722635269165,81.7508316040039,7.184475421905518,54.88164138793945,-13.965063095092772,63.95165252685547,6.537794589996338,78.8076171875,-1.606874942779541,52.15314102172852,-6.955227375030518,62.94794845581055,0
blues.00085.7.wav,66149,0.3743335008621216,0.0945771336555481,0.152368888258934,0.0051836967468261,922.0527473116904,228609.52547576933,1422.7005993501896,155078.8534625297,1769.6151968149038,1384586.031354426,0.0341834435096153,0.0004613307665085,-1.247075942956144e-05,0.0178074240684509,-0.00017411596491,0.0031970322597771,143.5546875,-213.14877319335932,6894.97607421875,152.52957153320312,651.3828735351562,8.063880920410156,640.4429931640625,44.0380744934082,136.45956420898438,19.79220962524414,171.26129150390625,25.930238723754883,102.92002868652344,-1.0092804431915283,144.54180908203125,14.19785499572754,42.919681549072266,-5.245563507080078,156.35202026367188,1.1278364658355713,78.10208892822266,-12.96058177947998,108.42962646484376,1.1985706090927124,51.785118103027344,2.590416669845581,58.79090118408203,0.542067289352417,53.69854736328125,-6.147858142852783,45.649227142333984,5.983169555664063,75.5196304321289,-2.8884377479553223,94.88890075683594,-1.668731451034546,60.90543746948242,-1.7694591283798218,46.09416961669922,-3.7746965885162354,32.243778228759766,0
blues.00085.8.wav,66149,0.2810292243957519,0.0875822380185127,0.1424513608217239,0.0027451294008642,1096.5707937767668,197099.22179867848,1491.432101320777,129336.67191076765,2079.03076171875,1047874.6693487352,0.047735126201923,0.0006922017752066,-7.594955241074786e-05,0.0167902987450361,-0.0001736494887154,0.001922566560097,135.99917763157896,-206.01730346679688,5201.85107421875,148.58395385742188,762.05810546875,-0.6031819581985474,719.6312866210938,53.38423538208008,489.9504089355469,12.396517753601074,82.52925872802734,19.00679397583008,156.74720764160156,-14.265707015991213,240.9989471435547,18.915376663208008,144.86279296875,-15.045930862426758,81.8089370727539,-4.036574363708496,129.42434692382812,-8.686287879943848,57.97014617919922,-0.0970773547887802,78.39845275878906,1.2293606996536257,72.29777526855469,-0.4725852906703949,61.689720153808594,-6.84699821472168,105.25608825683594,-0.3633411526679992,79.85782623291016,-8.52714729309082,28.289724349975582,-1.1710195541381836,66.84297180175781,-1.63471257686615,48.55582809448242,-1.6361122131347656,60.13771057128906,0
blues.00085.9.wav,66149,0.3233525454998016,0.0914419740438461,0.1377011835575103,0.0027272999286651,1220.8776381939836,454294.7064904248,1654.079814891742,174451.5096731611,2344.800180288461,1953628.716028513,0.0458984375,0.0008218435140756,5.1732026662421056e-08,0.0141831655055284,-7.642032142030075e-05,0.0028488913085311,143.5546875,-187.09591674804688,2167.928466796875,144.5989532470703,901.6763305664062,10.720040321350098,452.94622802734375,37.630985260009766,255.9948883056641,7.3471221923828125,292.5389099121094,18.672128677368164,321.4620056152344,-9.860416412353516,177.1259307861328,17.076566696166992,130.5572967529297,-14.3554048538208,117.76065826416016,3.802489042282105,138.13172912597656,-7.467618465423584,131.7876739501953,-1.0784108638763428,81.68843078613281,3.279454231262207,83.43556213378906,-6.436362266540527,66.69638061523438,-1.7481616735458374,87.37892150878906,9.820878028869627,81.85424041748047,-5.525932312011719,107.0046615600586,5.33033561706543,122.2157974243164,0.0184009261429309,81.33475494384766,-6.444934368133545,69.0866470336914,0
